location,date,year,month_num,month_name,day_num,precipitation,temp_max,temp_min,wind,weather
Seattle,"December 18, 2013",2013,12,December,18,1.3,7.8,2.2,2.8,fog
Seattle,"December 19, 2013",2013,12,December,19,0,5,0,2.1,sun
Seattle,"December 20, 2013",2013,12,December,20,5.6,8.3,0.6,3.7,fog
Seattle,"December 21, 2013",2013,12,December,21,5.6,8.9,5.6,2.3,fog
Seattle,"December 22, 2013",2013,12,December,22,10.7,10.6,8.3,4,fog
Seattle,"December 23, 2013",2013,12,December,23,1.5,11.7,6.1,5.9,fog
Seattle,"December 24, 2013",2013,12,December,24,0,8.3,2.8,1.7,sun
Seattle,"December 25, 2013",2013,12,December,25,0,6.7,1.7,0.8,sun
Seattle,"December 26, 2013",2013,12,December,26,0,6.7,0.6,0.5,sun
Seattle,"December 27, 2013",2013,12,December,27,0.3,8.9,0,2.1,fog
Seattle,"December 28, 2013",2013,12,December,28,0,9.4,3.3,1.3,sun
Seattle,"December 29, 2013",2013,12,December,29,0,7.2,1.7,1.1,sun
Seattle,"December 30, 2013",2013,12,December,30,0.3,8.9,4.4,2.6,sun
Seattle,"December 31, 2013",2013,12,December,31,0.5,8.3,5,1.7,sun
Seattle,"January 1, 2014",2014,1,January,1,0,7.2,3.3,1.2,sun
Seattle,"January 2, 2014",2014,1,January,2,4.1,10.6,6.1,3.2,sun
Seattle,"January 3, 2014",2014,1,January,3,1.5,8.9,2.8,2.6,fog
Seattle,"January 4, 2014",2014,1,January,4,0,7.8,0.6,2.7,fog
Seattle,"January 5, 2014",2014,1,January,5,0,8.3,-0.5,3.7,sun
Seattle,"January 6, 2014",2014,1,January,6,0.3,7.8,-0.5,2.6,fog
Seattle,"January 7, 2014",2014,1,January,7,12.2,8.3,5,1.6,sun
Seattle,"January 8, 2014",2014,1,January,8,9.7,10,7.2,4.6,fog
Seattle,"January 9, 2014",2014,1,January,9,5.8,9.4,5.6,6.3,fog
Seattle,"January 10, 2014",2014,1,January,10,4.3,12.8,8.3,7,sun
Seattle,"January 11, 2014",2014,1,January,11,21.3,14.4,7.2,8.8,fog
Seattle,"January 12, 2014",2014,1,January,12,1.5,11.1,5.6,8.1,fog
Seattle,"January 13, 2014",2014,1,January,13,0,10.6,10,7.1,sun
Seattle,"January 14, 2014",2014,1,January,14,0,11.1,7.2,1.3,sun
Seattle,"January 15, 2014",2014,1,January,15,0,11.1,5.6,2.5,sun
Seattle,"January 16, 2014",2014,1,January,16,0,6.7,4.4,2.7,sun
Seattle,"January 17, 2014",2014,1,January,17,0,5.6,2.8,2.3,sun
Seattle,"January 18, 2014",2014,1,January,18,0,9.4,0.6,2.2,sun
Seattle,"January 19, 2014",2014,1,January,19,0,6.1,3.3,2.5,sun
Seattle,"January 20, 2014",2014,1,January,20,0,10,2.8,2.2,sun
Seattle,"January 21, 2014",2014,1,January,21,0,10,1.7,1.5,sun
Seattle,"January 22, 2014",2014,1,January,22,0.5,9.4,5.6,2.6,sun
Seattle,"January 23, 2014",2014,1,January,23,0,10,2.8,5.2,fog
Seattle,"January 24, 2014",2014,1,January,24,0,12.8,1.1,1.9,sun
Seattle,"January 25, 2014",2014,1,January,25,0,12.2,1.1,0.8,sun
Seattle,"January 26, 2014",2014,1,January,26,0,8.3,0.6,1.3,sun
Seattle,"January 27, 2014",2014,1,January,27,0,9.4,1.7,1.3,sun
Seattle,"January 28, 2014",2014,1,January,28,8.9,11.1,6.1,1.6,fog
Seattle,"January 29, 2014",2014,1,January,29,21.6,11.1,7.2,3.4,fog
Seattle,"January 30, 2014",2014,1,January,30,0,8.3,6.1,6.4,sun
Seattle,"January 31, 2014",2014,1,January,31,2.3,7.8,5.6,2.6,fog
Seattle,"February 1, 2014",2014,2,February,1,2,7.8,2.8,0.8,sun
Seattle,"February 2, 2014",2014,2,February,2,0,8.9,1.1,2.5,sun
Seattle,"February 3, 2014",2014,2,February,3,0,5,0,4.3,sun
Seattle,"February 4, 2014",2014,2,February,4,0,2.8,-2.1,4.7,sun
Seattle,"February 5, 2014",2014,2,February,5,0,-0.5,-5.5,6.6,sun
Seattle,"February 6, 2014",2014,2,February,6,0,-1.6,-6,4.5,sun
Seattle,"February 7, 2014",2014,2,February,7,0,3.3,-4.9,4.2,sun
Seattle,"February 8, 2014",2014,2,February,8,5.1,5.6,-0.5,4.6,fog
Seattle,"February 9, 2014",2014,2,February,9,0.5,3.9,0,2.4,fog
Seattle,"February 10, 2014",2014,2,February,10,18.3,10,2.2,4.7,fog
Seattle,"February 11, 2014",2014,2,February,11,17,12.2,5.6,3.8,fog
Seattle,"February 12, 2014",2014,2,February,12,4.6,12.2,7.2,6.4,fog
Seattle,"February 13, 2014",2014,2,February,13,1.8,12.8,7.8,6.3,fog
Seattle,"February 14, 2014",2014,2,February,14,9.4,11.7,6.1,6.4,fog
Seattle,"February 15, 2014",2014,2,February,15,11.7,11.1,5,5.1,fog
Seattle,"February 16, 2014",2014,2,February,16,26.4,9.4,3.9,7.9,fog
Seattle,"February 17, 2014",2014,2,February,17,14.5,8.3,4.4,5.5,fog
Seattle,"February 18, 2014",2014,2,February,18,15.2,8.9,5,6.2,fog
Seattle,"February 19, 2014",2014,2,February,19,1,8.3,3.9,6,sun
Seattle,"February 20, 2014",2014,2,February,20,3,10,5.6,6.9,fog
Seattle,"February 21, 2014",2014,2,February,21,2.8,6.7,3.9,2.9,fog
Seattle,"February 22, 2014",2014,2,February,22,2.5,5.6,2.8,3.1,fog
Seattle,"February 23, 2014",2014,2,February,23,6.1,7.2,3.9,2.6,fog
Seattle,"February 24, 2014",2014,2,February,24,13,6.7,3.3,3.2,fog
Seattle,"February 25, 2014",2014,2,February,25,0.3,12.2,3.9,4.5,fog
Seattle,"February 26, 2014",2014,2,February,26,0,13.9,5.6,2.5,sun
Seattle,"February 27, 2014",2014,2,February,27,0,12.8,4.4,2.3,sun
Seattle,"February 28, 2014",2014,2,February,28,0,14.4,4.4,5.9,sun
Seattle,"March 1, 2014",2014,3,March,1,0.5,7.2,4.4,4.7,sun
Seattle,"March 2, 2014",2014,3,March,2,19.1,11.1,2.8,5.7,fog
Seattle,"March 3, 2014",2014,3,March,3,10.7,14.4,8.9,5.1,fog
Seattle,"March 4, 2014",2014,3,March,4,16.5,13.9,7.8,3.9,fog
Seattle,"March 5, 2014",2014,3,March,5,46.7,15.6,10.6,3.9,fog
Seattle,"March 6, 2014",2014,3,March,6,3,13.3,10,6.2,fog
Seattle,"March 7, 2014",2014,3,March,7,0,15.6,8.9,4.2,sun
Seattle,"March 8, 2014",2014,3,March,8,32.3,12.8,6.7,2.7,fog
Seattle,"March 9, 2014",2014,3,March,9,4.3,15,9.4,4.3,fog
Seattle,"March 10, 2014",2014,3,March,10,18.8,12.2,6.1,2.2,fog
Seattle,"March 11, 2014",2014,3,March,11,0,14.4,4.4,2.3,fog
Seattle,"March 12, 2014",2014,3,March,12,0,16.1,3.3,1.9,fog
Seattle,"March 13, 2014",2014,3,March,13,0.5,13.9,5,2.5,fog
Seattle,"March 14, 2014",2014,3,March,14,6.9,14.4,8.3,6.1,fog
Seattle,"March 15, 2014",2014,3,March,15,8.1,16.7,4.4,3,fog
Seattle,"March 16, 2014",2014,3,March,16,27.7,10.6,4.4,3.8,fog
Seattle,"March 17, 2014",2014,3,March,17,0.3,10,2.8,3.2,fog
Seattle,"March 18, 2014",2014,3,March,18,0,10,3.3,1.6,sun
Seattle,"March 19, 2014",2014,3,March,19,0.5,11.1,3.3,5.1,sun
Seattle,"March 20, 2014",2014,3,March,20,0,11.1,1.7,3,sun
Seattle,"March 21, 2014",2014,3,March,21,0,10.6,2.8,3.8,sun
Seattle,"March 22, 2014",2014,3,March,22,0,11.1,1.1,1.8,sun
Seattle,"March 23, 2014",2014,3,March,23,0,12.8,4.4,3.3,sun
Seattle,"March 24, 2014",2014,3,March,24,0,18.9,2.8,2.2,sun
Seattle,"March 25, 2014",2014,3,March,25,4.1,13.9,6.7,4.4,fog
Seattle,"March 26, 2014",2014,3,March,26,3.6,11.1,5.6,2.4,fog
Seattle,"March 27, 2014",2014,3,March,27,0.3,12.2,6.7,2.8,fog
Seattle,"March 28, 2014",2014,3,March,28,22.1,11.7,7.2,3.9,fog
Seattle,"March 29, 2014",2014,3,March,29,14,11.7,7.2,5.1,fog
Seattle,"March 30, 2014",2014,3,March,30,0,11.1,5,5.1,sun
Seattle,"March 31, 2014",2014,3,March,31,0,15.6,2.2,3.8,sun
Seattle,"April 1, 2014",2014,4,April,1,0,14.4,6.7,2.8,sun
Seattle,"April 2, 2014",2014,4,April,2,0,14.4,5.6,4.2,sun
Seattle,"April 3, 2014",2014,4,April,3,2.5,13.3,6.1,3.9,sun
Seattle,"April 4, 2014",2014,4,April,4,0,12.8,6.1,4.7,sun
Seattle,"April 5, 2014",2014,4,April,5,4.6,11.7,7.8,4.3,fog
Seattle,"April 6, 2014",2014,4,April,6,0,13.9,8.3,2.6,sun
Seattle,"April 7, 2014",2014,4,April,7,0,21.1,9.4,2.5,sun
Seattle,"April 8, 2014",2014,4,April,8,4.6,15.6,8.3,4.2,fog
Seattle,"April 9, 2014",2014,4,April,9,0,14.4,6.7,2.9,sun
Seattle,"April 10, 2014",2014,4,April,10,0,15,6.7,3.6,sun
Seattle,"April 11, 2014",2014,4,April,11,0,17.2,5,2.8,sun
Seattle,"April 12, 2014",2014,4,April,12,0,16.1,7.8,4.4,sun
Seattle,"April 13, 2014",2014,4,April,13,0,20.6,5.6,3.1,sun
Seattle,"April 14, 2014",2014,4,April,14,0,20,5.6,2.6,sun
Seattle,"April 15, 2014",2014,4,April,15,0.5,14.4,7.8,4,sun
Seattle,"April 16, 2014",2014,4,April,16,10.9,11.1,8.9,4.6,fog
Seattle,"April 17, 2014",2014,4,April,17,18.5,11.7,7.2,4.7,fog
Seattle,"April 18, 2014",2014,4,April,18,0,14.4,5.6,3.8,sun
Seattle,"April 19, 2014",2014,4,April,19,13.7,11.7,5.6,4.7,fog
Seattle,"April 20, 2014",2014,4,April,20,0,15.6,5.6,2.7,sun
Seattle,"April 21, 2014",2014,4,April,21,5.1,17.2,7.8,2.5,fog
Seattle,"April 22, 2014",2014,4,April,22,14.2,12.2,5,4.2,fog
Seattle,"April 23, 2014",2014,4,April,23,8.9,11.7,6.1,5,fog
Seattle,"April 24, 2014",2014,4,April,24,12.4,13.9,6.1,5.3,fog
Seattle,"April 25, 2014",2014,4,April,25,0,14.4,5.6,2.3,sun
Seattle,"April 26, 2014",2014,4,April,26,3.3,15,5.6,3.9,sun
Seattle,"April 27, 2014",2014,4,April,27,6.9,11.1,6.1,5.8,fog
Seattle,"April 28, 2014",2014,4,April,28,0,16.1,4.4,2.6,sun
Seattle,"April 29, 2014",2014,4,April,29,0,25,9.4,2.3,sun
Seattle,"April 30, 2014",2014,4,April,30,0,27.8,9.4,3.9,sun
Seattle,"May 1, 2014",2014,5,May,1,0,29.4,11.1,3,sun
Seattle,"May 2, 2014",2014,5,May,2,0,18.3,10.6,4.7,sun
Seattle,"May 3, 2014",2014,5,May,3,33.3,15,8.9,3.4,fog
Seattle,"May 4, 2014",2014,5,May,4,16,14.4,8.9,4.2,fog
Seattle,"May 5, 2014",2014,5,May,5,5.1,15.6,9.4,3.8,fog
Seattle,"May 6, 2014",2014,5,May,6,0,16.7,8.3,2.6,sun
Seattle,"May 7, 2014",2014,5,May,7,0,18.3,7.2,1.7,sun
Seattle,"May 8, 2014",2014,5,May,8,13.7,13.9,9.4,3.4,fog
Seattle,"May 9, 2014",2014,5,May,9,2,13.3,7.2,5.6,sun
Seattle,"May 10, 2014",2014,5,May,10,0.5,15.6,7.2,2.1,fog
Seattle,"May 11, 2014",2014,5,May,11,0,18.9,8.3,1.7,sun
Seattle,"May 12, 2014",2014,5,May,12,0,24.4,9.4,2.7,sun
Seattle,"May 13, 2014",2014,5,May,13,0,26.7,12.8,3.8,sun
Seattle,"May 14, 2014",2014,5,May,14,0,27.8,13.3,3.3,sun
Seattle,"May 15, 2014",2014,5,May,15,0,26.7,12.8,3,sun
Seattle,"May 16, 2014",2014,5,May,16,0,20,11.7,4.1,sun
Seattle,"May 17, 2014",2014,5,May,17,0,20,11.7,3.2,sun
Seattle,"May 18, 2014",2014,5,May,18,0,20,10.6,3.2,sun
Seattle,"May 19, 2014",2014,5,May,19,0,21.1,10,2.2,sun
Seattle,"May 20, 2014",2014,5,May,20,0,22.2,10,2.7,sun
Seattle,"May 21, 2014",2014,5,May,21,0,20,10.6,1.7,sun
Seattle,"May 22, 2014",2014,5,May,22,0,24.4,11.7,2.5,sun
Seattle,"May 23, 2014",2014,5,May,23,3.8,20,12.8,4,fog
Seattle,"May 24, 2014",2014,5,May,24,0,18.3,11.1,2.4,sun
Seattle,"May 25, 2014",2014,5,May,25,5.6,15,10.6,1.4,fog
Seattle,"May 26, 2014",2014,5,May,26,0,18.3,11.1,4.5,sun
Seattle,"May 27, 2014",2014,5,May,27,0,20,10,2.5,sun
Seattle,"May 28, 2014",2014,5,May,28,0,18.9,10,3.4,sun
Seattle,"May 29, 2014",2014,5,May,29,0,18.9,11.1,4.3,sun
Seattle,"May 30, 2014",2014,5,May,30,0,20.6,8.9,4.5,sun
Seattle,"May 31, 2014",2014,5,May,31,0,23.3,10,2.2,sun
Seattle,"June 1, 2014",2014,6,June,1,0,22.2,10.6,2.3,sun
Seattle,"June 2, 2014",2014,6,June,2,0,23.3,11.1,2.4,sun
Seattle,"June 3, 2014",2014,6,June,3,0,18.3,11.1,3.2,sun
Seattle,"June 4, 2014",2014,6,June,4,0,19.4,10,2.6,sun
Seattle,"June 5, 2014",2014,6,June,5,0,22.2,10,2.4,sun
Seattle,"June 6, 2014",2014,6,June,6,0,25,10.6,3.2,sun
Seattle,"June 7, 2014",2014,6,June,7,0,24.4,13.3,3.1,sun
Seattle,"June 8, 2014",2014,6,June,8,0,23.3,12.2,2.1,sun
Seattle,"June 9, 2014",2014,6,June,9,0,21.1,13.3,3.6,sun
Seattle,"June 10, 2014",2014,6,June,10,0,20,12.2,2.9,sun
Seattle,"June 11, 2014",2014,6,June,11,0,23.9,11.1,2.7,sun
Seattle,"June 12, 2014",2014,6,June,12,1.8,21.7,12.2,4,sun
Seattle,"June 13, 2014",2014,6,June,13,6.4,15.6,11.1,5,fog
Seattle,"June 14, 2014",2014,6,June,14,0,17.8,11.7,3.2,sun
Seattle,"June 15, 2014",2014,6,June,15,0.5,18.3,10,3.6,fog
Seattle,"June 16, 2014",2014,6,June,16,3.6,17.8,8.9,2.4,fog
Seattle,"June 17, 2014",2014,6,June,17,1.3,17.8,10,3,fog
Seattle,"June 18, 2014",2014,6,June,18,0,18.9,11.1,2.7,sun
Seattle,"June 19, 2014",2014,6,June,19,0.8,25.6,11.7,3.7,sun
Seattle,"June 20, 2014",2014,6,June,20,0.3,20,10,3.4,sun
Seattle,"June 21, 2014",2014,6,June,21,0,22.2,10.6,3.6,sun
Seattle,"June 22, 2014",2014,6,June,22,0,25,11.1,2.7,sun
Seattle,"June 23, 2014",2014,6,June,23,0,25,13.3,2.5,sun
Seattle,"June 24, 2014",2014,6,June,24,0,24.4,14.4,2.5,sun
Seattle,"June 25, 2014",2014,6,June,25,0,26.1,13.9,2.4,sun
Seattle,"June 26, 2014",2014,6,June,26,0,21.1,14.4,4.1,sun
Seattle,"June 27, 2014",2014,6,June,27,1.8,21.1,13.9,4.5,fog
Seattle,"June 28, 2014",2014,6,June,28,2.3,20,13.3,4.3,fog
Seattle,"June 29, 2014",2014,6,June,29,0,20.6,12.8,3.2,sun
Seattle,"June 30, 2014",2014,6,June,30,0,25.6,12.8,4.4,sun
Seattle,"July 1, 2014",2014,7,July,1,0,34.4,15.6,3.5,sun
Seattle,"July 2, 2014",2014,7,July,2,0,27.2,14.4,3.6,sun
Seattle,"July 3, 2014",2014,7,July,3,0,21.7,13.9,3.1,sun
Seattle,"July 4, 2014",2014,7,July,4,0,23.9,13.9,3.6,sun
Seattle,"July 5, 2014",2014,7,July,5,0,24.4,13.3,2.2,fog
Seattle,"July 6, 2014",2014,7,July,6,0,28.9,15,3,sun
Seattle,"July 7, 2014",2014,7,July,7,0,27.2,17.8,4.1,fog
Seattle,"July 8, 2014",2014,7,July,8,0,30,15.6,3.5,sun
Seattle,"July 9, 2014",2014,7,July,9,0,26.7,13.9,2.3,sun
Seattle,"July 10, 2014",2014,7,July,10,0,28.9,12.8,2.2,fog
Seattle,"July 11, 2014",2014,7,July,11,0,31.1,15,2.2,sun
Seattle,"July 12, 2014",2014,7,July,12,0,32.2,16.7,2.2,sun
Seattle,"July 13, 2014",2014,7,July,13,0,29.4,15,2.6,rain
Seattle,"July 14, 2014",2014,7,July,14,0,27.8,15,2.8,sun
Seattle,"July 15, 2014",2014,7,July,15,0,31.1,13.9,2.3,sun
Seattle,"July 16, 2014",2014,7,July,16,0,31.1,14.4,2.4,sun
Seattle,"July 17, 2014",2014,7,July,17,0,26.7,13.9,3.7,sun
Seattle,"July 18, 2014",2014,7,July,18,0,23.9,11.7,2.8,sun
Seattle,"July 19, 2014",2014,7,July,19,0,25.6,15,5.4,fog
Seattle,"July 20, 2014",2014,7,July,20,0,19.4,14.4,2.8,sun
Seattle,"July 21, 2014",2014,7,July,21,0,23.9,13.3,2.2,sun
Seattle,"July 22, 2014",2014,7,July,22,0.3,21.1,13.3,1.1,fog
Seattle,"July 23, 2014",2014,7,July,23,19.3,18.9,13.3,3.3,sun
Seattle,"July 24, 2014",2014,7,July,24,0,20.6,12.8,4.7,sun
Seattle,"July 25, 2014",2014,7,July,25,0,22.8,12.2,2.7,sun
Seattle,"July 26, 2014",2014,7,July,26,0,26.1,13.3,3.6,sun
Seattle,"July 27, 2014",2014,7,July,27,0,28.3,15,4.1,sun
Seattle,"July 28, 2014",2014,7,July,28,0,30.6,15,3.7,sun
Seattle,"July 29, 2014",2014,7,July,29,0,30,15.6,2.8,sun
Seattle,"July 30, 2014",2014,7,July,30,0,29.4,14.4,3.4,sun
Seattle,"July 31, 2014",2014,7,July,31,0,30.6,17.8,4.1,sun
Seattle,"August 1, 2014",2014,8,August,1,0,28.9,15,3.3,sun
Seattle,"August 2, 2014",2014,8,August,2,0.5,29.4,15.6,1.7,sun
Seattle,"August 3, 2014",2014,8,August,3,0,31.7,14.4,2.6,sun
Seattle,"August 4, 2014",2014,8,August,4,0,32.8,16.1,2.6,sun
Seattle,"August 5, 2014",2014,8,August,5,0,25,13.9,2.7,sun
Seattle,"August 6, 2014",2014,8,August,6,0,26.1,15,2.2,fog
Seattle,"August 7, 2014",2014,8,August,7,0,25.6,13.3,2.4,fog
Seattle,"August 8, 2014",2014,8,August,8,0,25.6,13.3,2.9,sun
Seattle,"August 9, 2014",2014,8,August,9,0,27.2,15.6,4.1,sun
Seattle,"August 10, 2014",2014,8,August,10,0,30.6,13.9,3.4,sun
Seattle,"August 11, 2014",2014,8,August,11,0.5,35.6,17.8,2.6,rain
Seattle,"August 12, 2014",2014,8,August,12,12.7,27.2,17.2,3.1,fog
Seattle,"August 13, 2014",2014,8,August,13,21.6,23.3,15,2.7,fog
Seattle,"August 14, 2014",2014,8,August,14,0,21.1,17.2,0.6,sun
Seattle,"August 15, 2014",2014,8,August,15,1,24.4,16.7,1.5,fog
Seattle,"August 16, 2014",2014,8,August,16,0,25.6,15.6,2.2,sun
Seattle,"August 17, 2014",2014,8,August,17,0,27.8,15,2.8,sun
Seattle,"August 18, 2014",2014,8,August,18,0,29.4,15.6,3.3,sun
Seattle,"August 19, 2014",2014,8,August,19,0,27.2,15.6,2.4,sun
Seattle,"August 20, 2014",2014,8,August,20,0,21.7,13.9,3.6,sun
Seattle,"August 21, 2014",2014,8,August,21,0,21.1,11.1,1.7,sun
Seattle,"August 22, 2014",2014,8,August,22,0,23.9,13.3,2.9,sun
Seattle,"August 23, 2014",2014,8,August,23,0,27.8,13.9,2,sun
Seattle,"August 24, 2014",2014,8,August,24,0,25,13.3,2.3,sun
Seattle,"August 25, 2014",2014,8,August,25,0,28.9,14.4,2,sun
Seattle,"August 26, 2014",2014,8,August,26,0,31.1,15.6,1.8,sun
Seattle,"August 27, 2014",2014,8,August,27,0,28.9,16.1,1.6,sun
Seattle,"August 28, 2014",2014,8,August,28,0,23.3,14.4,2.3,sun
Seattle,"August 29, 2014",2014,8,August,29,0,22.8,15,3.4,sun
Seattle,"August 30, 2014",2014,8,August,30,8.4,17.8,15,2.2,fog
Seattle,"August 31, 2014",2014,8,August,31,1.3,21.1,13.9,1.9,fog
Seattle,"September 1, 2014",2014,9,September,1,0,23.3,12.8,2.5,sun
Seattle,"September 2, 2014",2014,9,September,2,3,20,13.9,4.3,fog
Seattle,"September 3, 2014",2014,9,September,3,0,20.6,12.8,2.7,sun
Seattle,"September 4, 2014",2014,9,September,4,0,23.9,11.1,3.1,fog
Seattle,"September 5, 2014",2014,9,September,5,0,27.8,13.9,6.5,fog
Seattle,"September 6, 2014",2014,9,September,6,0,32.2,15,2.9,sun
Seattle,"September 7, 2014",2014,9,September,7,0,28.3,13.3,2.1,sun
Seattle,"September 8, 2014",2014,9,September,8,0,21.1,13.3,2.8,sun
Seattle,"September 9, 2014",2014,9,September,9,0,21.7,13.3,2.3,sun
Seattle,"September 10, 2014",2014,9,September,10,0,22.2,12.2,3.9,sun
Seattle,"September 11, 2014",2014,9,September,11,0,24.4,12.8,5.3,sun
Seattle,"September 12, 2014",2014,9,September,12,0,24.4,12.8,5.9,sun
Seattle,"September 13, 2014",2014,9,September,13,0,28.3,10,4.2,sun
Seattle,"September 14, 2014",2014,9,September,14,0,30,11.7,1.8,sun
Seattle,"September 15, 2014",2014,9,September,15,0,30.6,12.2,1.2,sun
Seattle,"September 16, 2014",2014,9,September,16,0,22.2,13.9,2.8,sun
Seattle,"September 17, 2014",2014,9,September,17,0.5,22.8,14.4,2.3,sun
Seattle,"September 18, 2014",2014,9,September,18,0.3,19.4,15,3.1,fog
Seattle,"September 19, 2014",2014,9,September,19,0,23.9,16.1,2.8,sun
Seattle,"September 20, 2014",2014,9,September,20,0,24.4,14.4,4.4,fog
Seattle,"September 21, 2014",2014,9,September,21,0,26.1,12.8,3,sun
Seattle,"September 22, 2014",2014,9,September,22,0.3,22.2,15,2.1,fog
Seattle,"September 23, 2014",2014,9,September,23,18.3,18.9,14.4,2.5,fog
Seattle,"September 24, 2014",2014,9,September,24,20.3,18.9,14.4,2.7,fog
Seattle,"September 25, 2014",2014,9,September,25,4.3,21.7,14.4,2.5,fog
Seattle,"September 26, 2014",2014,9,September,26,8.9,20,13.9,3.3,fog
Seattle,"September 27, 2014",2014,9,September,27,0,20.6,11.7,3.2,fog
Seattle,"September 28, 2014",2014,9,September,28,0,18.9,12.2,2,fog
Seattle,"September 29, 2014",2014,9,September,29,0.8,16.7,11.1,3.5,fog
Seattle,"September 30, 2014",2014,9,September,30,0,19.4,12.2,2.6,sun
Seattle,"October 1, 2014",2014,10,October,1,0,18.3,11.1,2.1,sun
Seattle,"October 2, 2014",2014,10,October,2,0,19.4,10,2,sun
Seattle,"October 3, 2014",2014,10,October,3,0,22.2,8.9,1,sun
Seattle,"October 4, 2014",2014,10,October,4,0,21.7,12.2,1.2,sun
Seattle,"October 5, 2014",2014,10,October,5,0,23.9,11.7,1.4,fog
Seattle,"October 6, 2014",2014,10,October,6,0,25.6,13.3,2.5,fog
Seattle,"October 7, 2014",2014,10,October,7,0,18.9,13.9,1,fog
Seattle,"October 8, 2014",2014,10,October,8,0,20.6,12.8,1.8,fog
Seattle,"October 9, 2014",2014,10,October,9,0,17.2,11.1,1,fog
Seattle,"October 10, 2014",2014,10,October,10,0.3,18.3,10,3.8,fog
Seattle,"October 11, 2014",2014,10,October,11,7.4,18.3,11.7,3.5,rain
Seattle,"October 12, 2014",2014,10,October,12,0,17.8,11.7,2.1,sun
Seattle,"October 13, 2014",2014,10,October,13,7.6,21.1,10,3.1,fog
Seattle,"October 14, 2014",2014,10,October,14,7.1,16.7,11.7,2.2,fog
Seattle,"October 15, 2014",2014,10,October,15,8.6,16.1,11.7,4.7,fog
Seattle,"October 16, 2014",2014,10,October,16,0,20.6,11.1,3.3,sun
Seattle,"October 17, 2014",2014,10,October,17,3.3,16.7,11.7,3,fog
Seattle,"October 18, 2014",2014,10,October,18,15,19.4,13.9,1.9,fog
Seattle,"October 19, 2014",2014,10,October,19,0,22.2,12.8,3.2,sun
Seattle,"October 20, 2014",2014,10,October,20,11.7,16.1,12.2,3.1,fog
Seattle,"October 21, 2014",2014,10,October,21,1,16.1,11.7,4.7,sun
Seattle,"October 22, 2014",2014,10,October,22,32,15.6,11.7,5,fog
Seattle,"October 23, 2014",2014,10,October,23,9.4,14.4,8.3,4.6,sun
Seattle,"October 24, 2014",2014,10,October,24,4.1,14.4,8.9,3.2,sun
Seattle,"October 25, 2014",2014,10,October,25,6.1,16.7,8.3,5.4,fog
Seattle,"October 26, 2014",2014,10,October,26,1.5,12.8,7.8,5,fog
Seattle,"October 27, 2014",2014,10,October,27,0.8,15.6,6.7,2.4,sun
Seattle,"October 28, 2014",2014,10,October,28,12.7,15,9.4,3.9,fog
Seattle,"October 29, 2014",2014,10,October,29,0.5,16.7,11.7,3.1,fog
Seattle,"October 30, 2014",2014,10,October,30,25.4,15.6,11.1,3.2,fog
Seattle,"October 31, 2014",2014,10,October,31,17,12.8,8.3,2,fog
Seattle,"November 1, 2014",2014,11,November,1,0,11.1,7.2,1.2,fog
Seattle,"November 2, 2014",2014,11,November,2,1.8,13.3,7.2,2.9,fog
Seattle,"November 3, 2014",2014,11,November,3,10.9,13.9,11.1,4.8,fog
Seattle,"November 4, 2014",2014,11,November,4,4.1,14.4,10.6,3.3,fog
Seattle,"November 5, 2014",2014,11,November,5,4.8,15,10.6,2.1,fog
Seattle,"November 6, 2014",2014,11,November,6,4.1,16.7,10.6,6.7,fog
Seattle,"November 7, 2014",2014,11,November,7,0,14.4,7.2,2.3,sun
Seattle,"November 8, 2014",2014,11,November,8,0,12.8,3.9,0.8,fog
Seattle,"November 9, 2014",2014,11,November,9,5.1,13.3,7.8,3,fog
Seattle,"November 10, 2014",2014,11,November,10,0,11.1,5.6,3.9,sun
Seattle,"November 11, 2014",2014,11,November,11,0,7.8,1.1,7.7,sun
Seattle,"November 12, 2014",2014,11,November,12,0,6.7,0,7.6,sun
Seattle,"November 13, 2014",2014,11,November,13,0,7.2,0.6,4.7,sun
Seattle,"November 14, 2014",2014,11,November,14,0,7.2,-2.1,4.5,sun
Seattle,"November 15, 2014",2014,11,November,15,0,8.3,-1.6,4.2,sun
Seattle,"November 16, 2014",2014,11,November,16,0,9.4,-2.1,4.2,sun
Seattle,"November 17, 2014",2014,11,November,17,0,10.6,-2.1,1.9,sun
Seattle,"November 18, 2014",2014,11,November,18,0,7.2,-0.5,0.9,sun
Seattle,"November 19, 2014",2014,11,November,19,0,11.1,2.2,1.9,sun
Seattle,"November 20, 2014",2014,11,November,20,3.6,11.1,5.6,2.1,fog
Seattle,"November 21, 2014",2014,11,November,21,15.2,11.1,8.3,4.7,fog
Seattle,"November 22, 2014",2014,11,November,22,0.5,9.4,6.7,4.7,sun
Seattle,"November 23, 2014",2014,11,November,23,11.9,12.8,5.6,5.1,fog
Seattle,"November 24, 2014",2014,11,November,24,1.3,11.7,4.4,3.8,fog
Seattle,"November 25, 2014",2014,11,November,25,18.3,13.9,9.4,4.5,fog
Seattle,"November 26, 2014",2014,11,November,26,0.3,15,12.2,3.9,sun
Seattle,"November 27, 2014",2014,11,November,27,3.3,14.4,11.7,6.6,fog
Seattle,"November 28, 2014",2014,11,November,28,34.3,12.8,3.3,5.8,fog
Seattle,"November 29, 2014",2014,11,November,29,3.6,4.4,-4.3,5.3,fog
